"tokenID","name","description","file_name","animation_url","external_url","attributes[Primary Background]","attributes[Secondary Background]","attributes[Skin Tone]","attributes[Archetype Base]","attributes[Gender]","attributes[Headwear]","attributes[Eyewear]","attributes[Facial Hair]","attributes[Lip Color]","attributes[Earring Set]","attributes[Neckwear]","attributes[Mouth Accessory]","attributes[Primary Clothing]","attributes[Secondary Clothing]","attributes[Primary Watch]","attributes[Secondary Watch]","attributes[Hand Interaction]","attributes[Mental Activity]","attributes[Tier]"
"1582","Luxury Punks #1582","A high-end collection of luxury cybernetic punks with metallic assets.","images/1582.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1582.html","https://amormesbahi.github.io/luxury-punks-anim/html/1582.html","Violet Particles","Amber Grid","Natural Beige","Male Profile","male","None","None","Full Bushy Beard","None","Diamond Chandelier","Animated Onyx Coin","Rainbow Wave Filter (Animated)","Mesh Shirt","Puffer Jacket","None","Oyster Professional","None","Active Smoker & Blinking","Common"
"1583","Luxury Punks #1583","A high-end collection of luxury cybernetic punks with metallic assets.","images/1583.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1583.html","https://amormesbahi.github.io/luxury-punks-anim/html/1583.html","Cyan Glitch","Amber Static","LEGENDARY: Metallic Bronze","Soft Female Profile","female","None","None","None","None","Emerald Stud","Floating Ruby Pendant","Holographic Round Guard (Animated)","Bronze Kimono","Red Leather Jacket","None","Oyster Professional","None","Static Punk","Common"
"1584","Luxury Punks #1584","A high-end collection of luxury cybernetic punks with metallic assets.","images/1584.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1584.html","https://amormesbahi.github.io/luxury-punks-anim/html/1584.html","Cyan Matrix","Rose Static","Warm Olive","Soft Female Profile","female","Metallic Blooming Flowers","None","None","None","Onyx Spike","Gold Thick Chain","None","Mesh Crop Top","Neon Dress","None","Luxury Gold Watch","None","Static Punk","Rare"
"1585","Luxury Punks #1585","A high-end collection of luxury cybernetic punks with metallic assets.","images/1585.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1585.html","https://amormesbahi.github.io/luxury-punks-anim/html/1585.html","Rose Static","Orange Scanline","Fair Light","Alien Profile","male","Silk Top Hat","Neon Glow Aviators (Animated)","Chinstrap","None","Diamond Stud","Floating Chrome Chain","Supernova Pulse (Animated)","Desert Poncho","Brick Domino Platinum","Oyster Professional","Luxury Gold Watch","Peace Sign","Pulsing Iris (Hypnotic)","Common"
"1586","Luxury Punks #1586","A high-end collection of luxury cybernetic punks with metallic assets.","images/1586.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1586.html","https://amormesbahi.github.io/luxury-punks-anim/html/1586.html","Lime Circuit","Magenta Static","Deep Mocha","Heavy Ape Profile","male","Top Knot Samurai","Luxury LED Cat-Eye (Animated)","Clean Shaven","None","Diamond Stud","Silver Ball Chain","None","Crimson Jacket","Flannel Jacket","None","Royal Octagon","None","Static Punk","Common"
"1587","Luxury Punks #1587","A high-end collection of luxury cybernetic punks with metallic assets.","images/1587.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1587.html","https://amormesbahi.github.io/luxury-punks-anim/html/1587.html","Violet Particles","Cyan Grid","Obsidian","Sharp Angular Female","female","Spectral Live Spikes","Gold Heartbeat Frames (Animated)","None","Ruby Red Lips","None","Holographic Cyber Chain","None","Raincoat","Gold Kimono","Luxury Gold Watch","Oyster Professional","Thumb Up","Scanning Cyber Laser","Rare"
"1588","Luxury Punks #1588","A high-end collection of luxury cybernetic punks with metallic assets.","images/1588.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1588.html","https://amormesbahi.github.io/luxury-punks-anim/html/1588.html","Cyan Scanline","Rose Static","Natural Beige","Alien Profile","male","Diamond Crown","Gold Heartbeat Frames (Animated)","Chinstrap","None","None","Glitch Chrome Tie","None","None","Samurai Armor","None","Retro Digital Steel","None","Pulsing Iris (Hypnotic)","Common"
"1589","Luxury Punks #1589","A high-end collection of luxury cybernetic punks with metallic assets.","images/1589.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1589.html","https://amormesbahi.github.io/luxury-punks-anim/html/1589.html","Orange Grid","Cyan Particles","Natural Beige","Alien Profile","male","Obsidian Shifting","Plasma Edge Visor (Animated)","Shadow Beard","None","Emerald Stud","Silk Necktie","None","Desert Poncho","Silk Shirt","None","Retro Digital Steel","None","Active Smoker & Blinking","Common"
"1590","Luxury Punks #1590","A high-end collection of luxury cybernetic punks with metallic assets.","images/1590.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1590.html","https://amormesbahi.github.io/luxury-punks-anim/html/1590.html","Rose Pulse","Lime Particles","LEGENDARY: Liquid Gold","Alien Profile","male","Quantum Blooming Flowers","None","Full Bushy Beard","None","Gold Hoop","Neon Sapphire Blade","None","Techwear Jacket","Winter Coat","None","Retro Digital Steel","None","Pulsing Iris (Hypnotic)","Common"
"1591","Luxury Punks #1591","A high-end collection of luxury cybernetic punks with metallic assets.","images/1591.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1591.html","https://amormesbahi.github.io/luxury-punks-anim/html/1591.html","Cyan Circuit","Orange Wave","Glacier Blue","Heavy Ape Profile","male","Curly Top Fade","Gold Butterfly Shades","Shadow Beard","None","Neon Ring","Glitch Cyber Locket","None","Leather Muscle Elite","Glass Fiber Amethyst","None","Luxury Gold Watch","None","Suspicious Squint","Common"
"1592","Luxury Punks #1592","A high-end collection of luxury cybernetic punks with metallic assets.","images/1592.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1592.html","https://amormesbahi.github.io/luxury-punks-anim/html/1592.html","Rose Scanline","Slate Pulse","Warm Olive","Soft Female Profile","female","Toxic Leafs","None","None","None","Gold Hoop","Plasma Cyber Disc","Ethereal Ghost Guard (Animated)","Gold Kimono","Shadow Cloak","None","Retro Digital Steel","None","Suspicious Squint","Common"
"1593","Luxury Punks #1593","A high-end collection of luxury cybernetic punks with metallic assets.","images/1593.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1593.html","https://amormesbahi.github.io/luxury-punks-anim/html/1593.html","Orange Scanline","Slate Glitch","Fair Light","Soft Female Profile","female","None","Gold Heartbeat Frames (Animated)","None","Dark Purple Lips","Ruby Tear","Black Choker","None","Raincoat","Bio-Suit","None","Oyster Professional","None","Active Smoker & Blinking","Common"
"1594","Luxury Punks #1594","A high-end collection of luxury cybernetic punks with metallic assets.","images/1594.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1594.html","https://amormesbahi.github.io/luxury-punks-anim/html/1594.html","Amber Scanline","Sky Orbit","Rich Brown","Soft Female Profile","female","Cybernetic Coil (Animated)","Standard Eye","None","Ruby Red Lips","Emerald Stud","None","None","Silk Kimono","Wavy Ships Rainbow","None","Retro Digital Steel","None","Static Punk","Common"
"1595","Luxury Punks #1595","A high-end collection of luxury cybernetic punks with metallic assets.","images/1595.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1595.html","https://amormesbahi.github.io/luxury-punks-anim/html/1595.html","Amber Particles","Amber Orbit","Natural Beige","Sharp Angular Female","female","None","Plasma Edge Visor (Animated)","None","Gold Plated Lips","Diamond Stud","Copper Industrial Link","None","Floral Dress","Glowing Dress","None","Luxury Gold Watch","None","Rapid Eye Twitch","Common"
"1596","Luxury Punks #1596","A high-end collection of luxury cybernetic punks with metallic assets.","images/1596.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1596.html","https://amormesbahi.github.io/luxury-punks-anim/html/1596.html","Orange Pulse","Amber Circuit","Warm Olive","Alien Female Profile","female","Quantum Buzzcut (Animated)","Neon Glow Aviators (Animated)","None","Ruby Red Lips","None","Pulsing Obsidian Disc","Lime Glow Guard","Wavy Ships Rainbow","Wavy Ships Glitch","None","Royal Octagon","None","Rapid Eye Twitch","Common"
"1597","Luxury Punks #1597","A high-end collection of luxury cybernetic punks with metallic assets.","images/1597.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1597.html","https://amormesbahi.github.io/luxury-punks-anim/html/1597.html","Indigo Matrix","Orange Grid","Natural Beige","Heavy Ape Profile","male","Wild Spikes","Luxury LED Cat-Eye (Animated)","Chinstrap","None","Diamond Chandelier","Black Choker","LEGENDARY: Event Horizon Rayon","Desert Poncho","Midnight Suit","Random Custom Watch","Oyster Professional","Peace Sign","Active Smoker & Blinking","Rare"
"1598","Luxury Punks #1598","A high-end collection of luxury cybernetic punks with metallic assets.","images/1598.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1598.html","https://amormesbahi.github.io/luxury-punks-anim/html/1598.html","Magenta Glitch","Slate Glitch","Alien Indigo","Sharp Angular Female","female","Holographic Curls (Animated)","Gold Heartbeat Frames (Animated)","None","Ruby Red Lips","None","Emerald Studded Collar","None","Neon Top","Floral Dress","None","Oyster Professional","None","Suspicious Squint","Rare"
"1599","Luxury Punks #1599","A high-end collection of luxury cybernetic punks with metallic assets.","images/1599.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1599.html","https://amormesbahi.github.io/luxury-punks-anim/html/1599.html","Violet Scanline","Rose Particles","Deep Mocha","Sharp Angular Female","female","Holographic Leafs","None","None","None","Neon Ring","Animated Cyber Medallion","LEGENDARY: Spectral Phoenix Mask","Bio-Suit","Puffer Vest","Retro Digital Steel","Luxury Gold Watch","Pointing Hand","Active Smoker & Blinking","Common"
"1600","Luxury Punks #1600","A high-end collection of luxury cybernetic punks with metallic assets.","images/1600.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1600.html","https://amormesbahi.github.io/luxury-punks-anim/html/1600.html","Amber Scanline","Magenta Orbit","Fair Light","Male Profile","male","Aether Shifting","Rose Gold Cat-Eye","Chinstrap","None","None","Gold Thick Chain","LEGENDARY: Galactic Void Shield","Cyber Poncho","Royal Suit","None","Random Custom Watch","None","Scanning Cyber Laser","Rare"
"1601","Luxury Punks #1601","A high-end collection of luxury cybernetic punks with metallic assets.","images/1601.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1601.html","https://amormesbahi.github.io/luxury-punks-anim/html/1601.html","Rose Grid","Sky Particles","Rich Brown","Male Profile","male","Neon Fade (Animated)","None","Clean Shaven","None","Diamond Stud","Silver Ball Chain","None","Bio-Suit","Glass Fiber Toxic","None","Retro Digital Steel","None","Suspicious Squint","Common"
"1602","Luxury Punks #1602","A high-end collection of luxury cybernetic punks with metallic assets.","images/1602.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1602.html","https://amormesbahi.github.io/luxury-punks-anim/html/1602.html","Violet Grid","Magenta Orbit","Fair Light","Soft Female Profile","female","Big Volume Afro","Chrome Heart Frames","None","Diamond Studded Lips","None","Plasma Silver Locket","Emerald Neon Grate","Holographic Dress","Velvet Gown","Royal Octagon","Luxury Gold Watch","Thumb Up","Active Smoker & Blinking","Common"
"1603","Luxury Punks #1603","A high-end collection of luxury cybernetic punks with metallic assets.","images/1603.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1603.html","https://amormesbahi.github.io/luxury-punks-anim/html/1603.html","Amber Orbit","Violet Static","Fair Light","Male Profile","male","Curly Top Fade","Sapphire Shield Visor","Full Bushy Beard","None","None","Plasma Quantum Blade","Sapphire Glass Shell","Glass Fiber Iridescent","Obsidian Armor","None","Royal Octagon","None","Pulsing Iris (Hypnotic)","Common"
"1604","Luxury Punks #1604","A high-end collection of luxury cybernetic punks with metallic assets.","images/1604.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1604.html","https://amormesbahi.github.io/luxury-punks-anim/html/1604.html","Magenta Wave","Violet Matrix","Rich Brown","Soft Female Profile","female","Crystal Tiara","Standard Eye","None","Neon Cyan Lips","None","Cyber Sigil Pendant","None","Silver Dress","Neon Dress","Oyster Professional","Luxury Gold Watch","Thumb Up","Static Punk","Common"
"1605","Luxury Punks #1605","A high-end collection of luxury cybernetic punks with metallic assets.","images/1605.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1605.html","https://amormesbahi.github.io/luxury-punks-anim/html/1605.html","Violet Wave","Amber Scanline","Natural Beige","Alien Female Profile","female","Crown of Light","None","None","None","Neon Ring","Glitch Crystal Collar","None","Royal Gown","Blossom Lily Royal","None","Luxury Gold Watch","None","Suspicious Squint","Common"
"1606","Luxury Punks #1606","A high-end collection of luxury cybernetic punks with metallic assets.","images/1606.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1606.html","https://amormesbahi.github.io/luxury-punks-anim/html/1606.html","Amber Pulse","Sky Static","Holographic Iridescent","Heavy Ape Profile","male","Bleached Blond Spikes","None","Shadow Beard","None","Diamond Stud","Silver Ball Chain","Neon X-Scan Shield (Animated)","Holographic Jacket","White Tuxedo","Random Custom Watch","Luxury Gold Watch","Thumb Up","Static Punk","Rare"
"1607","Luxury Punks #1607","A high-end collection of luxury cybernetic punks with metallic assets.","images/1607.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1607.html","https://amormesbahi.github.io/luxury-punks-anim/html/1607.html","Magenta Orbit","Violet Grid","Warm Olive","Male Profile","male","None","None","Chinstrap","None","Gold Hoop","Plasma Silver Cord","None","Desert Poncho","Silk Shirt","None","Retro Digital Steel","None","Active Smoker & Blinking","Common"
"1608","Luxury Punks #1608","A high-end collection of luxury cybernetic punks with metallic assets.","images/1608.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1608.html","https://amormesbahi.github.io/luxury-punks-anim/html/1608.html","Rose Glitch","Slate Circuit","Warm Olive","Male Profile","male","Wild Spikes","Platinum Half-Rim","Shadow Beard","None","Neon Ring","Holographic Diamond Tie","None","Diamond Armor","Brick Domino Toxic","None","Cyber Holograph","None","Active Smoker & Blinking","Common"
"1609","Luxury Punks #1609","A high-end collection of luxury cybernetic punks with metallic assets.","images/1609.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1609.html","https://amormesbahi.github.io/luxury-punks-anim/html/1609.html","Amber Circuit","Orange Static","Deep Mocha","Alien Profile","male","None","Rose Gold Cat-Eye","Shadow Beard","None","Gold Hoop","Pulsing Sapphire Rope","None","Leather Muscle Elite","Brick Domino Rust","None","Oyster Professional","None","Static Punk","Common"
"1610","Luxury Punks #1610","A high-end collection of luxury cybernetic punks with metallic assets.","images/1610.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1610.html","https://amormesbahi.github.io/luxury-punks-anim/html/1610.html","Orange Glitch","Orange Orbit","Fair Light","Heavy Ape Profile","male","None","LEGENDARY: Cyber Dragon Gaze (Animated)","Chinstrap","None","Emerald Stud","Crimson Velvet Wrap","None","Leather Muscle Gold","Cyber Poncho","None","Retro Digital Steel","None","Scanning Cyber Laser","Rare"
"1611","Luxury Punks #1611","A high-end collection of luxury cybernetic punks with metallic assets.","images/1611.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1611.html","https://amormesbahi.github.io/luxury-punks-anim/html/1611.html","Cyan Pulse","Sky Static","Warm Olive","Alien Profile","male","Toxic Circles","Onyx Round Frames","Clean Shaven","None","None","Animated Aether Croissant","None","Mesh Shirt","Glass Fiber Ruby","None","Royal Octagon","None","Static Punk","Common"
"1612","Luxury Punks #1612","A high-end collection of luxury cybernetic punks with metallic assets.","images/1612.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1612.html","https://amormesbahi.github.io/luxury-punks-anim/html/1612.html","Violet Pulse","Magenta Glitch","Bronze Human","Alien Profile","male","Bandana Wrap","None","Chinstrap","None","Emerald Stud","Velvet Ribbon","None","Stealth Suit","Leather Jacket","Royal Octagon","Luxury Gold Watch","Pointing Hand","Static Punk","Common"
"1613","Luxury Punks #1613","A high-end collection of luxury cybernetic punks with metallic assets.","images/1613.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1613.html","https://amormesbahi.github.io/luxury-punks-anim/html/1613.html","Rose Circuit","Amber Particles","Natural Beige","Male Profile","male","Dreadlock Top","None","Gold Trim Beard","None","None","Black Choker","None","Glass Fiber Amethyst","Pinstripe Suit","None","Retro Digital Steel","None","Scanning Cyber Laser","Rare"
"1614","Luxury Punks #1614","A high-end collection of luxury cybernetic punks with metallic assets.","images/1614.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1614.html","https://amormesbahi.github.io/luxury-punks-anim/html/1614.html","Magenta Glitch","Violet Particles","Zombie PVD","Male Profile","male","Toxic Circles","Rose Gold Cat-Eye","Full Bushy Beard","None","Neon Ring","Holographic Obsidian Scarf","None","Tactical Jacket","Silk Shirt","Random Custom Watch","Oyster Professional","Pointing Hand","Pulsing Iris (Hypnotic)","Rare"
"1615","Luxury Punks #1615","A high-end collection of luxury cybernetic punks with metallic assets.","images/1615.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1615.html","https://amormesbahi.github.io/luxury-punks-anim/html/1615.html","Lime Orbit","Magenta Wave","Rich Brown","Sharp Angular Female","female","Prismatic Blooming Flowers","None","None","Neon Cyan Lips","None","Bio-Luminescent Cord","Copper Steam Grille","Cybernetic Suit","Silk Kimono","None","Random Custom Watch","None","Rapid Eye Twitch","Common"
"1616","Luxury Punks #1616","A high-end collection of luxury cybernetic punks with metallic assets.","images/1616.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1616.html","https://amormesbahi.github.io/luxury-punks-anim/html/1616.html","Violet Grid","Magenta Orbit","Natural Beige","Sharp Angular Female","female","Digital Glitch Hair (Animated)","LEGENDARY: Rainbow Crystal Visor","None","None","Neon Ring","Neon Quantum Scarf","Sapphire Glass Shell","Gold Kimono","Neon Trench Coat","None","Oyster Professional","None","Static Punk","Common"
"1617","Luxury Punks #1617","A high-end collection of luxury cybernetic punks with metallic assets.","images/1617.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1617.html","https://amormesbahi.github.io/luxury-punks-anim/html/1617.html","Amber Matrix","Slate Pulse","Zombie PVD","Soft Female Profile","female","Plasma Spikes (Animated)","Platinum Half-Rim","None","None","Gold Hoop","Gold Medallion","Amber Rayon Shield","Blossom Lily Matrix","Nerdy Leather Classic","Retro Digital Steel","Luxury Gold Watch","Pointing Hand","Suspicious Squint","Rare"
"1618","Luxury Punks #1618","A high-end collection of luxury cybernetic punks with metallic assets.","images/1618.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1618.html","https://amormesbahi.github.io/luxury-punks-anim/html/1618.html","Indigo Glitch","Slate Grid","LEGENDARY: Metallic Copper","Soft Female Profile","female","None","None","None","Ruby Red Lips","None","Animated Ruby Wrap","Onyx Matte Protector","Flannel Shirt","Glowing Dress","None","Luxury Gold Watch","None","Suspicious Squint","Common"
"1619","Luxury Punks #1619","A high-end collection of luxury cybernetic punks with metallic assets.","images/1619.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1619.html","https://amormesbahi.github.io/luxury-punks-anim/html/1619.html","Rose Wave","Rose Glitch","Ape Gold","Alien Female Profile","female","Neon Leafs","Emerald Oval Specs","None","None","Onyx Spike","None","Lime Glow Guard","Silk Blouse","Flannel Shirt","None","Cyber Holograph","None","Scanning Cyber Laser","Rare"
"1620","Legendary Punk #1620","A high-end collection of luxury cybernetic punks with metallic assets.","images/1620.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1620.html","https://amormesbahi.github.io/luxury-punks-anim/html/1620.html","Yield Farm #81","Cyan Circuit","Neon Skeleton","Male Profile","male","LEGENDARY: Live Bio-Spikes","LEGENDARY: Shifting Prism HUD (Animated)","Chinstrap","None","Onyx Spike","None","None","Brick Domino Rust","Glass Fiber Ruby","LEGENDARY: Nano Scale","Oyster Professional","Thumb Up","Static Punk","Legendary"
"1621","Luxury Punks #1621","A high-end collection of luxury cybernetic punks with metallic assets.","images/1621.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1621.html","https://amormesbahi.github.io/luxury-punks-anim/html/1621.html","Magenta Static","Amber Scanline","Fair Light","Heavy Ape Profile","male","Neon Fade (Animated)","Standard Eye","Clean Shaven","None","Neon Ring","Pearl Necklace","None","Brick Domino Rust","Cyber Suit","None","Oyster Professional","None","Static Punk","Common"
"1622","Luxury Punks #1622","A high-end collection of luxury cybernetic punks with metallic assets.","images/1622.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1622.html","https://amormesbahi.github.io/luxury-punks-anim/html/1622.html","Lime Circuit","Sky Matrix","Diamond Clear","Soft Female Profile","female","LEGENDARY: Neon Liquid Chrome Curls","LEGENDARY: Rainbow Crystal Visor","None","None","None","Neon Onyx Coin","None","Business Suit","None","Luxury Gold Watch","Retro Digital Steel","Thumb Up","Suspicious Squint","Common"
"1623","Luxury Punks #1623","A high-end collection of luxury cybernetic punks with metallic assets.","images/1623.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1623.html","https://amormesbahi.github.io/luxury-punks-anim/html/1623.html","Violet Glitch","Rose Glitch","Rich Brown","Soft Female Profile","female","None","None","None","Neon Cyan Lips","Gold Hoop","None","Iridescent Crystal Veil","Silk Kimono","Wavy Ships Royal","None","Oyster Professional","None","Scanning Cyber Laser","Rare"
"1624","Luxury Punks #1624","A high-end collection of luxury cybernetic punks with metallic assets.","images/1624.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1624.html","https://amormesbahi.github.io/luxury-punks-anim/html/1624.html","Magenta Particles","Cyan Grid","Fair Light","Soft Female Profile","female","Cyber Braid","Standard Eye","None","None","Emerald Stud","Plasma Silver Chain","None","White Dress","Mesh Crop Top","None","Retro Digital Steel","None","Active Smoker & Blinking","Common"
"1625","Luxury Punks #1625","A high-end collection of luxury cybernetic punks with metallic assets.","images/1625.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1625.html","https://amormesbahi.github.io/luxury-punks-anim/html/1625.html","Magenta Wave","Sky Grid","Matte Slate","Male Profile","male","None","Platinum Half-Rim","Clean Shaven","None","None","Floating Diamond Link","None","Brick Domino Blue","Plaid Shirt","None","Retro Digital Steel","None","Suspicious Squint","Common"
"1626","Luxury Punks #1626","A high-end collection of luxury cybernetic punks with metallic assets.","images/1626.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1626.html","https://amormesbahi.github.io/luxury-punks-anim/html/1626.html","Lime Wave","Orange Pulse","Natural Beige","Male Profile","male","Cyber Pompadour","None","Clean Shaven","None","None","Golden Key Pendant","None","Glass Fiber Chrome","Desert Poncho","Luxury Gold Watch","Random Custom Watch","Thumb Up","Rapid Eye Twitch","Common"
"1627","Luxury Punks #1627","A high-end collection of luxury cybernetic punks with metallic assets.","images/1627.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1627.html","https://amormesbahi.github.io/luxury-punks-anim/html/1627.html","Magenta Wave","Violet Wave","Copper Alloy","Sharp Angular Female","female","Messy Cyber Bob","None","None","Neon Cyan Lips","Ruby Tear","Neon Crystal Scarf","None","Techwear Dress","Cyber Poncho","None","Oyster Professional","None","Active Smoker & Blinking","Common"
"1628","Luxury Punks #1628","A high-end collection of luxury cybernetic punks with metallic assets.","images/1628.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1628.html","https://amormesbahi.github.io/luxury-punks-anim/html/1628.html","Amber Matrix","Amber Glitch","Rich Brown","Male Profile","male","Crystal Live Spikes","None","Full Bushy Beard","None","Diamond Stud","Floating Cyber Gaiter","Pearl Round Guard","Punk Vest","Flannel Jacket","None","Luxury Gold Watch","None","Static Punk","Rare"
"1629","Luxury Punks #1629","A high-end collection of luxury cybernetic punks with metallic assets.","images/1629.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1629.html","https://amormesbahi.github.io/luxury-punks-anim/html/1629.html","Indigo Matrix","Magenta Glitch","Fair Light","Sharp Angular Female","female","None","Standard Eye","None","Dark Purple Lips","None","Cyber Scarf","Crystal Orbit Mask (Animated)","Holographic Dress","Cyber Robe","None","Luxury Gold Watch","None","Scanning Cyber Laser","Rare"
"1630","Luxury Punks #1630","A high-end collection of luxury cybernetic punks with metallic assets.","images/1630.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1630.html","https://amormesbahi.github.io/luxury-punks-anim/html/1630.html","Lime Wave","Lime Matrix","Fair Light","Alien Profile","male","Teal Mohawk","Sapphire Shield Visor","Full Bushy Beard","None","Ruby Tear","None","Plasma Storm Guard (Animated)","Hazard Suit","Techwear Jacket","None","Retro Digital Steel","None","Rapid Eye Twitch","Common"
"1631","Luxury Punks #1631","A high-end collection of luxury cybernetic punks with metallic assets.","images/1631.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1631.html","https://amormesbahi.github.io/luxury-punks-anim/html/1631.html","Lime Glitch","Magenta Pulse","Warm Olive","Male Profile","male","None","Pulsing Diamond Rounds (Animated)","Shadow Beard","None","None","Neon LED Collar","Rainbow Pulse Mask (Animated)","Leather Muscle Black","Brick Domino White Marble","None","Retro Digital Steel","None","Pulsing Iris (Hypnotic)","Common"
"1632","Luxury Punks #1632","A high-end collection of luxury cybernetic punks with metallic assets.","images/1632.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1632.html","https://amormesbahi.github.io/luxury-punks-anim/html/1632.html","Indigo Glitch","Indigo Static","Natural Beige","Male Profile","male","Cyber Beanie","Standard Eye","Full Bushy Beard","None","None","Holographic Obsidian Gaiter","None","None","Brick Domino Toxic","Retro Digital Steel","Oyster Professional","Peace Sign","Pulsing Iris (Hypnotic)","Common"
"1633","Luxury Punks #1633","A high-end collection of luxury cybernetic punks with metallic assets.","images/1633.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1633.html","https://amormesbahi.github.io/luxury-punks-anim/html/1633.html","Orange Wave","Orange Orbit","Natural Beige","Male Profile","male","Wild Spikes","None","Chinstrap","None","Ruby Tear","Oxygen Filter Mask (Neck)","None","Mecha Armor","White Tuxedo","None","Royal Octagon","None","Rapid Eye Twitch","Common"
"1634","Luxury Punks #1634","A high-end collection of luxury cybernetic punks with metallic assets.","images/1634.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1634.html","https://amormesbahi.github.io/luxury-punks-anim/html/1634.html","Violet Circuit","Lime Wave","Warm Olive","Alien Female Profile","female","Digital Glitch Hair (Animated)","None","None","Diamond Studded Lips","Gold Hoop","Plasma Carbon Stole","Iridescent Crystal Veil","Floral Dress","Cyber Robe","None","Cyber Holograph","None","Pulsing Iris (Hypnotic)","Common"
"1635","Luxury Punks #1635","A high-end collection of luxury cybernetic punks with metallic assets.","images/1635.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1635.html","https://amormesbahi.github.io/luxury-punks-anim/html/1635.html","Cyan Pulse","Indigo Circuit","Matte Slate","Soft Female Profile","female","Magenta Pigtails","Cyber Flame Wraps (Animated)","None","None","Gold Hoop","Holographic Cyber Blade","Shifting Color Shell (Animated)","Nerdy Leather Crimson","Camo Jacket","None","Retro Digital Steel","None","Pulsing Iris (Hypnotic)","Common"
"1636","Luxury Punks #1636","A high-end collection of luxury cybernetic punks with metallic assets.","images/1636.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1636.html","https://amormesbahi.github.io/luxury-punks-anim/html/1636.html","Amber Grid","Cyan Matrix","Rich Brown","Alien Profile","male","Bio-luminescent Live Spikes","Gold Heartbeat Frames (Animated)","Clean Shaven","None","Diamond Chandelier","Pulsing Aether Collar","Chrome Spike Mask","Leather Muscle Jungle","Leather Muscle Amethyst","None","Luxury Gold Watch","None","Suspicious Squint","Common"
"1637","Luxury Punks #1637","A high-end collection of luxury cybernetic punks with metallic assets.","images/1637.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1637.html","https://amormesbahi.github.io/luxury-punks-anim/html/1637.html","Slate Particles","Lime Pulse","Fair Light","Sharp Angular Female","female","None","None","None","Dark Purple Lips","Diamond Chandelier","Floating Sapphire Gaiter","LEGENDARY: Spectral Phoenix Mask","Floral Dress","Silk Kimono","None","Luxury Gold Watch","None","Pulsing Iris (Hypnotic)","Common"
